num	num	num	num	num	num	num	num	num	num	num	num	class
1	20	1	1	1	0	1	1	1	3	13	55.07	No
2	19	1	0	4	0	1	0	0	3	9	58.94	No
1	19	1	0	3	0	5	0	0	4	15	59.42	No
1	20	1	1	1	0	1	1	1	4	16	67	No
2	26	1	0	3	0	5	0	0	2	16	61.96	No
2	25	1	0	4	0	7	0	1	3	24	71.84	Si
2	18	1	0	4	0	7	0	1	6	19	48.73	Si
2	31	1	0	1	0	2	1	1	2	0	84.67	Si
1	26	1	1	2	0	3	0	0	8	30	69.12	Si
2	19	1	1	2	0	1	0	1	5	27	74.42	No
2	23	1	1	2	0	3	0	0	5	23	49.79	Si
2	23	1	1	1	0	1	1	1	2	15	60.4	No
2	22	1	1	1	0	1	1	1	3	23	64.56	No
1	27	1	0	4	0	7	1	1	1	16	12.75	Si
1	19	1	1	2	0	1	0	1	5	21	54.14	No
2	24	1	0	1	0	2	1	1	1	5	82.57	Si
2	19	1	0	3	0	4	1	1	4	16	56.94	Si
1	20	1	1	1	0	1	1	1	4	16	62.18	No
2	24	1	0	3	0	4	1	1	5	16	76.87	Si
1	23	1	1	2	0	3	0	0	5	26	80.57	Si
1	19	1	0	3	0	4	1	1	4	16	62.88	Si
1	26	1	0	4	0	7	1	1	3	29	47.02	Si
2	118	1	1	2	0	3	0	0	1	0	0	Si
1	25	1	1	4	0	6	0	0	8	30	72.18	Si
2	21	1	0	4	0	7	1	1	7	17	71.76	Si
1	19	1	0	4	0	7	0	1	5	17	38.1	Si
2	21	1	0	3	0	5	0	0	5	4	71.86	No
1	20	1	0	3	0	4	1	1	3	11	60.13	Si
2	22	1	0	1	0	2	1	1	4	27	64.85	No
2	19	1	0	4	0	7	1	1	4	15	48.43	Si
2	20	1	0	4	0	7	0	1	3	12	54.55	Si
2	24	1	1	2	0	3	0	0	5	16	75.92	Si
2	39	1	0	3	0	4	1	1	1	5	0	Si
1	21	1	1	4	0	6	0	0	4	15	63.38	Si
2	22	1	1	2	0	1	0	1	10	36	0	No
2	22	1	0	1	0	2	1	1	5	12	65.73	No
2	21	1	0	4	0	7	0	1	3	12	61.83	Si
1	22	1	0	3	0	4	1	1	4	23	47.16	Si
2	24	1	0	4	0	1	0	0	1	1	76.02	No
2	20	1	0	4	0	1	0	0	3	9	59.5	No
2	19	1	1	4	0	6	0	0	6	19	51.27	Si
1	23	1	0	4	0	7	1	1	5	23	87.31	Si
2	24	1	0	1	0	2	1	1	2	16	72.7	No
2	31	1	0	4	0	7	1	1	4	16	79.33	Si
1	23	1	0	3	0	4	1	1	7	20	63.78	Si
1	19	1	0	4	0	7	1	1	4	15	51.2	Si
2	118	1	0	3	0	5	0	0	1	5	0	No
1	25	1	0	4	0	7	0	1	7	22	85.53	Si
1	29	1	0	4	0	7	0	1	4	27	60.77	Si
1	21	1	1	4	0	6	0	0	3	12	61.14	Si
2	18	1	1	2	0	1	0	1	5	21	45.89	No
2	20	1	0	3	0	4	1	1	1	6	57.29	Si
2	27	1	0	4	0	7	1	1	1	5	73.96	Si
1	25	1	0	4	0	7	1	1	4	27	52.04	Si
1	20	1	0	3	0	4	1	1	4	16	64.76	Si
2	23	1	0	1	0	2	1	1	5	23	69.6	No
1	20	1	0	3	0	4	1	1	2	10	60.35	Si
2	23	1	1	1	0	1	1	1	4	27	65.88	No
2	21	1	0	4	0	7	1	1	2	10	57.75	Si
1	20	1	0	4	0	7	0	1	3	24	66.07	Si
2	29	1	1	4	0	6	0	0	3	24	79.21	Si
2	21	1	1	2	0	1	0	1	5	27	65.9	No
1	20	1	0	4	0	7	0	1	5	23	59.6	Si
1	118	1	0	4	0	7	0	1	1	0	0	Si
1	21	1	1	1	0	1	1	1	2	8	62.96	No
1	23	1	0	4	0	7	1	1	2	12	44.12	Si
1	20	1	0	1	0	2	1	1	4	15	58.17	No
1	22	1	0	1	0	2	1	1	4	15	62.07	No
1	18	1	0	1	0	2	1	1	4	11	64.75	No
1	19	1	0	4	0	7	0	1	4	18	68.91	Si
2	27	1	1	2	0	3	0	0	1	16	78	Si
2	37	1	1	2	0	3	0	0	4	16	49	Si
2	25	1	1	4	0	6	0	0	2	16	69.67	Si
2	22	1	0	1	0	2	1	1	1	5	68.73	No
1	27	1	0	3	0	4	1	1	5	28	54.81	Si
1	26	1	0	3	0	5	0	0	2	16	62.27	No
2	23	1	0	4	0	7	0	1	4	15	70.41	Si
1	24	1	0	3	0	5	0	0	7	17	62.98	No
1	28	1	1	2	0	3	0	0	7	22	68.76	Si
1	20	1	0	3	0	5	0	0	4	16	46.83	No
1	118	1	0	4	0	7	0	1	1	3	0	Si
1	20	1	0	1	0	2	1	1	3	16	74.78	No
2	27	1	1	2	0	3	0	0	2	21	73.44	Si
2	19	1	1	1	0	1	1	1	4	17	62.94	No
2	118	1	0	3	0	5	0	0	1	15	0	No
2	118	1	1	2	0	1	0	1	1	80	0	No
2	21	1	1	1	0	1	1	1	4	27	68.8	No
2	25	1	1	4	0	6	0	0	4	16	73.26	Si
2	36	1	0	4	0	1	0	0	6	19	1.88	No
2	24	1	0	3	0	4	1	1	5	26	83.73	Si
1	19	1	0	1	0	2	1	1	5	17	0	No
2	24	1	0	4	0	1	0	0	5	19	55.81	No
2	20	1	0	4	0	1	0	0	3	14	55.23	No
2	22	1	1	4	0	6	0	0	2	10	49.7	Si
2	24	1	0	4	0	1	0	0	5	23	73.86	No
1	23	1	1	2	0	3	0	0	7	18	72.19	Si
1	118	1	1	2	0	3	0	0	1	15	0	Si
2	22	1	0	3	0	4	1	1	6	19	19.17	Si
1	19	1	0	4	0	1	0	0	4	17	39	No
1	21	1	0	1	0	2	1	1	2	7	66.16	No
1	21	1	1	2	0	1	0	1	5	16	60.69	No
2	23	1	1	1	0	1	1	1	6	20	67.98	No
1	21	1	0	1	0	2	1	1	3	17	72.11	No
2	22	1	0	4	0	7	1	1	5	27	59.33	Si
2	25	1	0	4	0	7	1	1	5	28	50.68	Si
2	32	1	0	4	0	7	1	1	1	0	0	Si
2	118	1	0	3	0	5	0	0	1	0	0	No
2	23	1	0	1	0	2	1	1	5	16	57.78	No
2	22	1	0	4	0	1	0	0	4	27	64.67	No
2	20	1	0	3	0	5	0	0	1	6	65.38	No
2	25	1	0	3	0	4	1	1	2	16	64.31	Si
2	21	1	0	4	0	1	0	0	5	4	68.49	No
2	23	1	0	3	0	5	0	0	4	27	63.04	No
1	21	1	1	1	0	1	1	1	2	8	66.22	No
1	22	1	0	4	0	7	1	1	5	28	70.59	Si
2	22	1	0	1	0	2	1	1	4	24	52.86	No
1	118	1	0	1	0	2	1	1	1	0	0	No
1	24	1	0	3	0	4	1	1	5	28	63.81	Si
1	20	1	1	4	0	6	0	0	6	19	51	Si
2	23	1	0	1	0	2	1	1	1	10	85.36	Si
1	26	1	0	4	0	7	1	1	2	21	72.81	Si
2	22	1	0	1	0	2	1	1	4	15	68.2	No
2	22	1	1	2	0	3	0	0	4	12	59.08	Si
2	28	1	0	4	0	1	0	0	1	0	80.37	Si
1	20	1	0	3	0	5	0	0	1	12	66.52	No
2	27	1	0	3	0	4	1	1	1	16	78.3	Si
2	23	1	1	1	0	1	1	1	6	16	64.09	No
2	20	1	0	4	0	1	0	0	9	36	22.33	No
2	22	1	1	1	0	1	1	1	1	5	66.97	No
1	19	1	0	3	0	5	0	0	3	11	56.5	No
2	33	1	0	3	0	5	0	0	5	28	72.67	No
1	24	1	0	1	0	2	1	1	1	16	76.3	No
2	19	1	1	2	0	3	0	0	3	13	62.57	Si
2	20	1	1	2	0	1	0	1	3	24	71.32	No
2	20	1	0	4	0	7	0	1	7	14	71.76	Si
2	19	1	1	2	0	3	0	0	6	19	44.91	Si
1	118	1	0	4	0	7	1	1	1	5	0	Si
1	28	2	0	3	0	5	0	0	1	0	0	No
2	22	1	0	1	0	2	1	1	5	28	69.05	No
2	21	1	0	4	0	7	0	1	2	19	62.52	Si
2	25	1	0	4	0	1	0	0	2	21	75	No
2	19	1	0	3	0	4	1	1	5	17	41.2	Si
1	22	1	1	2	0	3	0	0	3	24	75.17	Si
1	20	1	0	4	0	7	0	1	4	13	67.53	Si
1	25	1	0	3	0	4	1	1	25	143	41.33	Si
1	20	1	0	3	0	4	1	1	3	12	45.93	Si
1	118	1	0	4	0	7	0	1	1	3	0	Si
2	24	1	0	4	0	1	0	0	3	24	58.08	No
1	20	1	0	1	0	2	1	1	4	27	75.5	No
2	25	1	0	4	0	1	0	0	5	23	70.95	No
2	23	1	1	2	0	1	0	1	2	16	77.2	No
1	20	1	1	1	0	1	1	1	5	19	55.15	No
2	21	1	0	1	0	2	1	1	3	13	56.5	No
1	21	1	0	1	0	2	1	1	4	16	55	No
2	21	1	1	2	0	1	0	1	4	14	65.59	No
2	24	1	0	3	0	5	0	0	1	1	87.91	Si
1	22	1	1	4	0	6	0	0	6	19	49.55	Si
1	19	1	1	2	0	3	0	0	6	19	55.63	Si
2	118	1	1	2	0	1	0	1	2	21	0	No
2	18	1	0	3	0	5	0	0	5	17	46.3	No
2	24	1	1	1	0	1	1	1	4	16	48.5	No
2	24	1	1	4	0	6	0	0	3	24	81.09	Si
2	118	1	0	4	0	1	0	0	5	21	43.89	No
1	18	1	0	4	0	7	0	1	6	19	45.73	Si
2	18	1	1	4	0	6	0	0	6	19	31.17	Si
1	23	1	1	2	0	1	0	1	3	24	72	No
2	21	1	1	1	0	1	1	1	1	4	54.08	No
2	24	1	0	4	0	1	0	0	3	24	74.47	No
2	25	1	1	1	0	1	1	1	1	16	77.92	No
2	23	1	1	2	0	1	0	1	5	28	76.08	No
2	23	1	1	1	0	1	1	1	3	24	79.04	Si
1	18	1	0	1	0	2	1	1	6	19	50.09	No
1	23	1	0	3	0	4	1	1	5	12	52.58	Si
2	21	1	0	4	0	7	0	1	3	13	56.21	Si
1	25	1	1	2	0	1	0	1	3	24	70.64	No
1	22	1	0	3	0	5	0	0	5	15	63.12	No
2	29	1	0	3	0	5	0	0	1	5	73.55	No
1	24	1	0	4	0	1	0	0	2	16	75.12	No
2	22	1	0	4	0	7	0	1	8	20	71.83	Si
2	22	1	0	4	0	7	1	1	1	5	66.47	Si
2	19	1	0	3	0	5	0	0	5	27	71.68	No
2	20	1	1	2	0	3	0	0	6	19	52.36	Si
1	118	1	0	1	0	2	1	1	1	0	0	No
1	22	1	1	2	0	1	0	1	2	19	62.33	No
1	24	1	0	4	0	7	0	1	2	16	81.4	Si
2	22	1	1	1	0	1	1	1	3	24	62.69	No
2	20	1	0	4	0	7	1	1	5	19	54.08	Si
2	23	1	0	4	0	1	0	0	5	13	72.76	No
1	18	1	0	4	0	1	0	0	4	12	50.94	No
1	28	1	1	1	0	1	1	1	8	30	77.85	No
2	18	1	0	4	0	7	1	1	5	21	42.89	Si
2	23	1	0	3	0	4	1	1	5	26	83.26	Si
2	19	1	0	4	0	7	1	1	4	17	75.13	Si
2	23	1	0	4	0	1	0	0	2	11	66.5	No
2	18	1	0	3	0	4	1	1	6	19	51.5	Si
2	18	1	1	2	0	3	0	0	4	11	36.63	Si
2	20	1	1	2	0	1	0	1	6	20	60.63	No
2	26	1	0	4	0	7	1	1	2	21	80.04	Si
1	22	1	0	3	0	4	1	1	7	22	84.54	Si
2	21	1	1	1	0	1	1	1	2	17	64.55	No
1	20	1	1	4	0	6	0	0	5	23	78	Si
1	118	1	0	4	0	7	1	1	1	3	0	Si
1	27	1	1	2	0	1	0	1	1	16	76.56	No
2	29	1	0	3	0	4	1	1	1	0	83.83	Si
2	20	1	0	4	0	7	0	1	1	4	62.17	Si
2	20	1	0	3	0	5	0	0	2	9	58.27	No
2	18	1	0	1	0	2	1	1	6	19	49.78	No
1	27	1	0	4	0	7	0	1	1	5	77.42	Si
1	21	1	0	1	0	2	1	1	4	14	65.52	No
2	26	1	0	1	0	2	1	1	1	16	71.21	No
2	23	1	0	3	0	5	0	0	2	25	71.89	No
1	19	1	0	3	0	4	1	1	4	16	60.88	Si
2	20	1	1	1	0	1	1	1	3	12	53.45	No
2	21	1	1	2	0	3	0	0	1	6	59.76	Si
1	19	1	1	2	0	3	0	0	1	4	57.09	Si
1	21	1	0	4	0	7	1	1	1	4	56.67	Si
2	23	1	0	1	0	2	1	1	2	16	75.5	No
1	23	1	1	2	0	1	0	1	5	16	79.15	Si
1	20	1	0	1	0	2	1	1	5	23	62.75	No
1	118	1	0	1	0	2	1	1	1	5	0	No
1	27	1	1	2	0	3	0	0	2	0	86.24	Si
2	24	1	0	3	0	5	0	0	3	24	75.15	No
2	20	1	0	3	0	5	0	0	6	19	61	No
1	23	1	1	1	0	1	1	1	3	24	74.9	No
2	31	1	0	4	0	7	1	1	6	26	37.78	Si
1	18	1	1	2	0	1	0	1	6	19	54.78	No
1	22	1	0	3	0	4	1	1	7	18	68.47	Si
2	21	1	0	4	0	1	0	0	6	14	69.74	No
2	22	1	0	3	0	5	0	0	6	19	62.47	No
2	118	1	0	1	0	2	1	1	4	16	73.5	No
1	24	1	1	4	0	6	0	0	2	10	50.27	Si
2	24	1	0	3	0	5	0	0	3	24	67.69	No
2	118	1	1	1	0	1	1	1	1	15	0	No
2	21	1	0	4	0	1	0	0	5	28	86.71	Si
2	21	1	0	4	0	7	0	1	4	27	75.54	Si
2	23	1	0	3	0	5	0	0	1	4	69.52	No
2	25	1	1	2	0	1	0	1	2	21	79.8	Si
2	118	1	1	2	0	3	0	0	1	0	0	Si
2	19	1	0	4	0	7	1	1	3	12	43.92	Si
1	21	1	0	1	0	2	1	1	3	29	70.81	No
2	19	1	1	2	0	1	0	1	3	13	46.5	No
1	26	1	0	3	0	5	0	0	6	7	43.75	No
2	22	1	1	4	0	6	0	0	5	26	89.2	Si
2	21	1	1	4	0	6	0	0	4	12	60.21	Si
2	24	1	1	2	0	3	0	0	6	15	54.71	Si
2	25	1	1	2	0	1	0	1	1	5	76.67	No
1	24	1	0	3	0	5	0	0	5	28	49.54	No
1	28	1	0	4	0	7	0	1	2	16	71.46	Si
2	24	1	0	4	0	7	0	1	2	21	78.65	Si
1	118	1	0	1	0	2	1	1	1	0	0	No
1	22	1	0	4	0	1	0	0	6	17	62.08	No
1	19	1	0	3	0	5	0	0	6	19	41.67	No
2	118	1	0	3	0	5	0	0	1	0	0	No
1	118	1	1	2	0	3	0	0	1	15	0	Si
1	18	1	0	1	0	2	1	1	5	21	46.75	No
2	25	1	0	3	0	5	0	0	3	24	71.69	No
2	18	1	1	4	0	6	0	0	5	21	49.67	Si
2	24	1	0	1	0	2	1	1	1	16	77.8	No
2	21	1	0	4	0	1	0	0	2	9	53.8	No
2	24	1	0	4	0	7	0	1	2	16	77.17	Si
2	18	1	1	2	0	3	0	0	6	19	44.82	Si
2	37	2	1	4	0	6	0	0	3	29	27.09	Si
2	19	1	0	4	0	7	0	1	2	9	55.73	Si
2	48	1	1	1	0	1	1	1	4	16	78.83	No
1	23	1	0	3	0	4	1	1	1	10	83.18	Si
1	23	1	1	4	0	6	0	0	3	24	80.17	Si
2	19	1	1	2	0	1	0	1	5	27	74.11	No
2	25	1	0	4	0	1	0	0	2	21	73.85	No
2	27	1	1	1	0	1	1	1	2	3	80.64	Si
2	22	1	1	1	0	1	1	1	2	19	66.72	No
2	22	1	0	4	0	7	0	1	2	13	68.16	Si
2	21	1	1	2	0	3	0	0	7	16	71.13	Si
2	19	1	1	4	0	6	0	0	5	27	77.26	Si
1	50	2	0	4	0	1	0	0	1	0	0	No
2	21	1	0	3	0	4	1	1	1	6	56.08	Si
1	20	1	0	3	0	5	0	0	1	4	51.93	No
1	25	1	0	3	0	4	1	1	4	27	59.5	Si
2	21	1	0	4	0	1	0	0	4	14	61.48	No
2	27	1	1	1	0	1	1	1	1	3	0	No
1	18	1	1	1	0	1	1	1	6	19	48	No
1	118	1	0	4	0	7	0	1	2	0	0	Si
2	22	1	0	4	0	7	0	1	7	18	71.88	Si
1	19	1	0	4	0	1	0	0	4	15	56.54	No
2	20	1	0	4	0	7	0	1	9	20	60.88	Si
1	19	1	1	1	0	1	1	1	4	17	41.5	No
2	22	1	0	4	0	7	0	1	5	23	71.72	Si
1	24	1	0	4	0	7	0	1	3	24	71.29	Si
1	21	1	1	4	0	6	0	0	5	23	64.07	Si
2	24	1	1	2	0	1	0	1	2	16	77.7	No
2	21	1	0	4	0	7	1	1	2	19	67.63	Si
1	23	1	0	4	0	1	0	0	5	23	71.12	No
1	23	1	1	2	0	3	0	0	5	26	87	Si
2	31	1	0	1	0	2	1	1	1	0	0	No
2	24	1	0	3	0	5	0	0	5	20	70.95	No
2	28	1	0	1	0	2	1	1	2	16	72.92	No
1	18	1	1	4	0	6	0	0	2	5	31	Si
1	118	1	1	2	0	3	0	0	1	0	0	Si
2	34	1	1	2	0	3	0	0	1	5	75.92	Si
1	17	1	0	4	0	7	1	1	6	19	52.27	Si
2	24	1	1	1	0	1	1	1	5	23	84.05	Si
1	20	1	0	4	0	7	0	1	5	21	28.38	Si
2	20	1	0	4	0	7	1	1	7	20	62.84	Si
1	18	1	0	1	0	2	1	1	6	19	9.17	No
1	44	1	0	3	0	4	1	1	2	7	85.2	Si
2	26	1	0	3	0	4	1	1	2	16	76.88	Si
1	24	1	0	1	0	2	1	1	5	28	67.51	No
2	24	1	1	2	0	1	0	1	3	24	72.2	No
1	21	1	1	4	0	6	0	0	3	29	71.28	Si
2	118	1	0	4	0	7	1	1	1	0	0	Si
1	20	1	1	4	0	6	0	0	3	10	48.92	Si
2	25	1	1	2	0	3	0	0	3	10	16.19	Si
1	24	1	0	1	0	2	1	1	2	21	80.54	Si
1	22	1	0	4	0	1	0	0	2	7	55.71	No
1	19	1	1	4	0	6	0	0	6	19	47.27	Si
2	23	1	1	2	0	3	0	0	5	23	76.27	Si
1	33	1	1	2	0	1	0	1	2	10	52.38	No
2	26	1	0	4	0	7	0	1	1	10	0	Si
1	24	1	0	3	0	5	0	0	3	24	72.94	No
2	25	1	1	2	0	3	0	0	1	10	75.34	Si
2	20	1	0	4	0	1	0	0	5	27	64.75	No
1	18	1	1	2	0	3	0	0	5	21	45.89	Si
2	22	1	1	1	0	1	1	1	3	29	67.67	No
1	25	1	1	2	0	3	0	0	1	16	78.02	Si
1	35	1	0	3	0	4	1	1	4	11	51.7	Si
2	21	1	1	1	0	1	1	1	7	17	69.08	No
1	18	1	0	3	0	4	1	1	5	21	47	Si
2	118	1	1	2	0	3	0	0	2	21	0	Si
2	25	1	0	3	0	4	1	1	8	30	78.39	Si
2	23	1	0	4	0	7	0	1	3	24	66.84	Si
1	25	1	1	2	0	1	0	1	2	16	78.6	No
1	118	1	0	4	0	7	1	1	2	25	0	Si
2	23	1	1	4	0	6	0	0	1	6	63.83	Si
2	20	1	1	2	0	1	0	1	5	23	54.57	No
2	33	1	0	4	0	7	1	1	6	24	89	Si
2	27	1	0	1	0	2	1	1	7	22	67.16	No
1	18	1	0	4	0	7	0	1	6	19	55.67	Si
1	23	1	1	2	0	3	0	0	3	24	76.19	Si
1	20	1	1	4	0	6	0	0	6	20	66.73	Si
1	20	1	0	1	0	2	1	1	5	23	54.78	No
1	19	1	1	4	0	6	0	0	3	16	46.21	Si
2	21	1	0	4	0	7	1	1	5	28	75.47	Si
1	18	1	1	2	0	1	0	1	6	19	54.27	No
2	23	1	1	4	0	6	0	0	2	16	78.61	Si
2	20	1	0	4	0	7	1	1	2	6	60.93	Si
1	24	1	0	4	0	7	0	1	3	24	86.45	Si
2	30	1	1	4	0	6	0	0	2	6	73.2	Si
1	25	1	1	1	0	1	1	1	3	24	66.86	No
2	20	1	0	3	0	5	0	0	6	20	62.86	No
2	21	1	0	4	0	7	1	1	2	18	71.7	Si
1	28	1	0	3	0	4	1	1	2	21	76.4	Si
2	22	1	0	3	0	5	0	0	3	13	58	No
2	24	1	0	4	0	7	1	1	7	22	78.83	Si
1	18	1	1	4	0	6	0	0	5	21	38.5	Si
1	20	1	0	4	0	1	0	0	5	16	65.16	No
1	21	1	1	4	0	6	0	0	6	19	44.13	Si
2	26	1	0	4	0	7	0	1	2	21	81.04	Si
1	19	1	1	2	0	1	0	1	3	12	46.73	No
1	18	1	1	1	0	1	1	1	5	21	52.11	No
2	22	1	0	4	0	1	0	0	5	28	73.66	No
1	20	1	0	4	0	7	1	1	3	15	57.74	Si
1	118	1	1	2	0	3	0	0	1	5	0	Si
1	24	1	0	3	0	4	1	1	6	31	51.65	Si
2	21	1	1	2	0	3	0	0	5	27	63	Si
1	22	1	1	2	0	1	0	1	3	13	62.05	No
1	21	1	0	4	0	1	0	0	3	29	66.78	No
2	118	1	0	4	0	7	1	1	1	10	0	Si
2	21	1	1	2	0	1	0	1	2	15	64.46	No
2	118	1	0	3	0	4	1	1	1	0	0	Si
1	26	1	1	1	0	1	1	1	1	16	70.33	No
1	24	1	0	4	0	1	0	0	5	7	59.61	No
2	33	1	0	3	0	4	1	1	1	0	84.96	Si
1	118	1	0	4	0	7	0	1	1	5	0	Si
1	31	1	1	4	0	6	0	0	1	0	84.42	Si
2	20	1	1	1	0	1	1	1	3	17	65.52	No
2	22	1	0	4	0	7	1	1	4	27	74.26	Si
1	19	1	0	3	0	5	0	0	1	4	50	No
2	19	1	0	4	0	7	1	1	5	21	48.44	Si
1	19	1	1	4	0	6	0	0	6	19	45.55	Si
1	19	1	1	1	0	1	1	1	2	7	62.69	No
2	23	1	1	1	0	1	1	1	2	13	60.82	No
2	23	1	1	2	0	1	0	1	6	24	45.4	No
1	118	1	0	4	0	7	0	1	1	0	0	Si
2	19	1	1	4	0	6	0	0	2	9	39	Si
1	18	1	0	4	0	7	1	1	5	21	48.86	Si
2	23	1	1	4	0	6	0	0	4	17	59.23	Si
2	21	1	0	4	0	7	1	1	8	20	64.98	Si
1	22	1	1	1	0	1	1	1	5	17	71.14	No
1	18	1	0	4	0	1	0	0	5	17	46.11	No
2	23	1	0	1	0	2	1	1	5	23	73.61	No
1	19	1	1	4	0	6	0	0	6	19	44.36	Si
2	24	1	1	4	0	6	0	0	3	24	69.18	Si
2	25	1	1	2	0	3	0	0	1	3	73.98	Si
1	23	1	1	2	0	1	0	1	3	24	62.31	No
2	19	1	0	1	0	2	1	1	4	15	69	No
1	26	1	0	4	0	7	1	1	5	25	48.34	Si
1	22	1	0	3	0	4	1	1	5	16	65.15	Si
1	22	1	0	4	0	7	0	1	6	19	31.11	Si
1	21	1	1	4	0	6	0	0	8	19	72.89	Si
2	20	1	0	4	0	7	1	1	3	12	49.31	Si
2	22	1	0	4	0	1	0	0	5	18	51.79	No
2	19	1	1	2	0	1	0	1	3	16	55.46	No
2	21	1	0	4	0	7	0	1	6	18	63.78	Si
2	21	1	0	3	0	5	0	0	6	24	44.88	No
1	18	1	1	2	0	1	0	1	6	19	51.22	No
2	24	1	1	2	0	3	0	0	7	22	79.63	Si
2	118	1	0	3	0	4	1	1	1	16	0	Si
2	23	1	0	4	0	7	1	1	5	28	65.4	Si
1	22	1	0	4	0	7	1	1	1	5	43.08	Si
2	26	1	1	2	0	3	0	0	2	15	42.94	Si
2	118	1	0	3	0	5	0	0	1	0	0	No
2	18	1	1	2	0	1	0	1	5	16	60.6	No
2	28	1	1	2	0	3	0	0	6	20	66	Si
1	27	1	1	2	0	3	0	0	3	7	80.27	Si
2	29	1	0	1	0	2	1	1	1	0	0	No
2	20	1	0	4	0	1	0	0	6	19	51.82	No
2	118	1	1	2	0	1	0	1	1	15	0	No
2	21	1	0	4	0	1	0	0	4	12	59.5	No
2	21	1	0	4	0	7	0	1	3	9	33.67	Si
2	21	1	0	4	0	7	0	1	8	19	71.15	Si
1	26	1	1	2	0	3	0	0	3	24	72.26	Si
2	20	1	1	4	0	6	0	0	5	27	70.79	Si
2	26	1	0	3	0	5	0	0	4	27	59.74	No
2	35	1	0	4	0	7	1	1	5	19	56.18	Si
2	26	1	1	4	0	6	0	0	1	10	74.67	Si
2	20	1	1	1	0	1	1	1	6	19	53.88	No
1	19	1	0	4	0	7	0	1	4	12	61.31	Si
1	21	1	0	4	0	7	1	1	5	27	55.63	Si
1	22	1	0	3	0	5	0	0	5	28	69.72	No
1	23	1	1	2	0	3	0	0	4	15	54.23	Si
2	19	1	0	3	0	5	0	0	4	15	56.18	No
1	24	1	1	4	0	6	0	0	6	16	76.37	Si
1	21	1	1	2	0	1	0	1	3	10	60.17	No
2	25	1	0	4	0	1	0	0	2	21	78.73	No
2	22	1	0	1	0	2	1	1	4	27	64.52	No
2	21	1	0	4	0	7	0	1	4	14	54.94	Si
1	21	1	1	1	0	1	1	1	3	24	44.18	No
2	26	1	0	3	0	5	0	0	1	5	38.46	No
2	25	1	1	2	0	3	0	0	3	24	71.32	Si
1	21	1	0	4	0	7	0	1	3	24	69.12	Si
1	26	1	0	1	0	2	1	1	6	19	41	No
2	20	1	0	3	0	4	1	1	2	18	76.57	Si
1	118	1	0	4	0	7	1	1	1	0	0	Si
2	18	1	1	1	0	1	1	1	6	19	44.09	No
1	20	1	1	4	0	6	0	0	4	17	64.5	Si
1	27	1	0	4	0	1	0	0	1	16	74.75	No
1	25	1	1	4	0	6	0	0	5	19	47.32	Si
2	21	1	0	4	0	7	1	1	5	28	76.47	Si
2	118	1	0	4	0	7	0	1	1	15	0	Si
2	20	1	0	3	0	5	0	0	3	24	67.88	No
2	118	1	0	3	0	4	1	1	1	0	0	Si
1	118	1	1	1	0	1	1	1	1	0	0	No
2	19	1	0	4	0	7	1	1	4	16	69.29	Si
1	20	1	0	3	0	5	0	0	2	18	72.86	No
2	24	1	1	4	0	6	0	0	1	10	58.89	Si
1	22	1	1	2	0	1	0	1	4	27	67.66	No
2	21	1	0	4	0	1	0	0	6	13	61.96	No
2	22	1	1	2	0	1	0	1	5	28	62.35	No
1	23	1	1	2	0	1	0	1	5	28	68.71	No
1	29	1	0	4	0	7	0	1	1	0	78.24	Si
2	118	1	0	1	0	2	1	1	1	0	0	No
1	23	1	0	4	0	7	0	1	5	23	63.6	Si
1	20	1	1	2	0	1	0	1	3	12	63.9	No
1	31	1	1	1	0	1	1	1	1	4	8.18	No
1	19	1	1	2	0	1	0	1	3	17	56.05	No
1	28	1	1	2	0	3	0	0	3	12	58	Si
1	29	1	0	4	0	7	0	1	1	2	54.47	Si
1	61	1	0	4	0	7	0	1	1	0	76.67	Si
1	24	1	1	2	0	3	0	0	1	10	80.13	Si
2	20	1	0	4	0	1	0	0	5	17	17.6	No
2	118	1	0	4	0	7	1	1	1	0	0	Si
2	23	1	0	3	0	5	0	0	5	23	73.07	No
1	20	1	0	3	0	4	1	1	2	8	39.58	Si
1	22	1	1	4	0	6	0	0	2	11	55.11	Si
2	22	1	1	4	0	6	0	0	3	17	73.74	Si
1	22	1	1	4	0	6	0	0	3	13	31	Si
2	118	1	0	4	0	7	1	1	1	5	0	Si
2	118	1	1	2	0	1	0	1	1	0	0	No
1	35	1	1	2	0	3	0	0	1	0	81.63	Si
2	24	1	1	4	0	6	0	0	4	15	62.21	Si
1	19	1	1	2	0	1	0	1	4	16	64.71	No
2	22	1	0	4	0	7	0	1	4	14	61.45	Si
2	23	1	0	3	0	5	0	0	5	23	71.98	No
2	19	1	0	1	0	2	1	1	4	16	63.88	No
2	118	1	1	2	0	3	0	0	1	0	0	Si
2	21	1	0	3	0	4	1	1	8	20	70.03	Si
1	118	1	0	1	0	2	1	1	1	0	0	No
2	118	1	0	3	0	4	1	1	1	5	0	Si
2	19	1	1	2	0	3	0	0	5	21	41.22	Si
1	19	1	0	1	0	2	1	1	5	15	43.73	No
2	24	1	1	2	0	1	0	1	3	29	68	No
2	22	1	0	3	0	4	1	1	5	26	91.88	Si
1	20	1	0	4	0	7	0	1	4	16	55.35	Si
1	21	1	0	1	0	2	1	1	3	24	73	No
2	21	1	1	1	0	1	1	1	2	8	45.57	No
2	20	1	0	3	0	4	1	1	2	9	69.47	Si
